,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value
135,Padraig,Snel,Male,89,1970-11-08,Staff Accountant II,,Mass Customer,N,No,19,12683 Mifflin Point,2114,NSW,Australia,7,1.02,1.02,1.275,1.08375,133,133,1.2375
136,Malorie,Votier,Female,90,1990-05-29,Graphic Designer,Manufacturing,Affluent Customer,N,No,4,6160 Weeping Birch Hill,4509,QLD,Australia,5,0.95,0.95,1.1875,1.1875,133,133,1.2375
137,Shepperd,Ricards,Male,28,1967-09-27,Social Worker,Health,Mass Customer,N,Yes,16,7 Oakridge Lane,2284,NSW,Australia,4,0.69,0.8624999999999999,0.8624999999999999,0.7331249999999999,133,133,1.2375
138,Daryl,Pauncefort,Female,12,1979-06-18,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,12,0 Dexter Parkway,2380,NSW,Australia,3,1.01,1.2625,1.2625,1.0731249999999999,133,133,1.2375
139,Norina,Blakeway,Female,60,1980-02-11,Programmer Analyst II,Property,Mass Customer,N,Yes,3,75813 Lawn Lane,3081,VIC,Australia,8,1.03,1.2875,1.2875,1.094375,133,133,1.2375
140,My,Chaston,Male,92,1966-07-16,Desktop Support Technician,Manufacturing,Affluent Customer,N,Yes,16,74613 Northport Park,3765,VIC,Australia,9,0.57,0.7124999999999999,0.8906249999999999,0.8906249999999999,133,133,1.2375
141,Isak,Bergstram,Male,14,2001-03-08,Pharmacist,Health,Affluent Customer,N,Yes,15,68 Karstens Pass,2176,NSW,Australia,9,1.08,1.35,1.6875,1.6875,142,142,1.23515625
142,Grannie,Cracker,Male,28,1949-03-06,VP Marketing,Retail,Mass Customer,N,Yes,20,87254 Hermina Pass,4217,QLD,Australia,8,1.07,1.3375000000000001,1.3375000000000001,1.136875,142,142,1.23515625
143,Welby,Lourenco,Male,6,1975-12-27,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,17,801 Atwood Alley,2138,NSW,Australia,9,0.58,0.725,0.90625,0.90625,144,144,1.234375
144,Glenn,Casbourne,Female,4,1981-08-08,Senior Editor,Manufacturing,Mass Customer,N,No,6,2 Morrow Alley,4207,QLD,Australia,1,0.58,0.58,0.58,0.49299999999999994,144,144,1.234375
145,Nadiya,Balasini,Female,40,1950-11-05,Sales Associate,Financial Services,Mass Customer,N,No,15,92934 Mallory Trail,2164,NSW,Australia,9,0.4,0.4,0.5,0.425,146,146,1.225
146,Tyne,Coate,Female,82,1965-07-15,Developer II,Manufacturing,Mass Customer,N,No,17,90820 Thackeray Street,2218,NSW,Australia,8,0.78,0.78,0.9750000000000001,0.8287500000000001,146,146,1.225
147,Christie,Anders,Male,38,1969-10-02,VP Marketing,Retail,Mass Customer,N,No,16,48 Ludington Plaza,2153,NSW,Australia,10,0.59,0.59,0.7374999999999999,0.626875,146,146,1.225
148,Agnella,Capener,Female,58,1969-05-21,Teacher,Health,High Net Worth,N,No,19,49185 Derek Circle,3977,VIC,Australia,6,0.87,0.87,0.87,0.87,146,146,1.225
149,Bernardine,Delmonti,Female,39,1971-03-31,,Property,Mass Customer,N,No,17,0721 Meadow Ridge Pass,2540,NSW,Australia,8,1.08,1.08,1.08,0.918,146,146,1.225
150,Daisy,Spowart,Female,60,1967-12-18,Staff Accountant I,Health,Affluent Customer,N,Yes,4,115 Westridge Road,4570,QLD,Australia,3,1.01,1.2625,1.2625,1.2625,146,146,1.225
151,Denys,Minshall,Female,30,1961-12-26,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,14,7 Myrtle Lane,2324,NSW,Australia,8,0.4,0.5,0.5,0.5,152,152,1.221875
152,Archibald,Blessed,Male,61,1969-02-10,VP Sales,Financial Services,Mass Customer,N,Yes,18,7795 Memorial Drive,2016,NSW,Australia,11,0.83,1.0374999999999999,1.2968749999999998,1.1023437499999997,153,153,1.21875
153,Feodor,Englishby,Male,54,1961-08-14,Account Coordinator,Health,Mass Customer,N,No,11,24695 Boyd Road,3201,VIC,Australia,5,1.05,1.05,1.05,0.8925,154,154,1.203125
154,Skippie,Yearsley,Male,6,1956-09-04,Compensation Analyst,Financial Services,Mass Customer,N,No,9,95306 John Wall Avenue,4350,QLD,Australia,5,1.09,1.09,1.09,0.9265,155,155,1.2
155,Bill,,Female,74,1963-04-24,Human Resources Assistant II,Property,Mass Customer,N,Yes,19,6704 Pine View Lane,2170,NSW,Australia,9,0.41,0.5125,0.640625,0.54453125,155,155,1.2
156,Tessa,Friese,Female,89,1976-10-24 00:00:00,Health Coach II,Financial Services,Mass Customer,N,No,21,98158 Alpine Point,4212,QLD,Australia,9,0.44,0.44,0.55,0.4675,157,157,1.1953125
157,Roseanne,Caruth,Female,16,1957-05-25,Programmer Analyst III,Health,Mass Customer,N,No,7,33652 Lyons Alley,2763,NSW,Australia,9,0.45,0.45,0.5625,0.47812499999999997,158,158,1.1875
158,Tedra,Goodbanne,Female,4,1978-01-15,Senior Quality Engineer,,Mass Customer,N,Yes,6,8 Debs Road,3934,VIC,Australia,9,0.48,0.6,0.75,0.6375,158,158,1.1875
159,Roberto,Harme,Male,27,1951-06-11,Environmental Tech,,High Net Worth,N,No,10,101 Starling Pass,2564,NSW,Australia,9,1.01,1.01,1.2625,1.2625,158,158,1.1875
160,Nichole,Leisman,Male,37,1986-08-07,Geologist III,Property,Affluent Customer,N,No,4,35151 Bunker Hill Crossing,2068,NSW,Australia,12,0.8,0.8,1.0,1.0,158,158,1.1875
161,Amil,Ennor,Female,23,1995-08-04,Health Coach II,Health,Mass Customer,N,Yes,10,2093 Amoth Pass,3109,VIC,Australia,11,0.5,0.625,0.78125,0.6640625,158,158,1.1875
162,Shawna,Hinrichsen,Female,60,1969-08-27,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,9,57343 Eagan Avenue,2326,NSW,Australia,2,0.6,0.75,0.75,0.75,163,163,1.18203125
163,Fonsie,Levane,Male,96,1951-07-10,Account Representative III,,High Net Worth,N,Yes,19,83 Armistice Terrace,4011,QLD,Australia,3,0.67,0.8375,1.046875,1.046875,163,163,1.18203125
164,Emilie,Brody,Female,3,1979-05-22,Director of Sales,,Mass Customer,N,Yes,3,5388 Burrows Alley,2073,NSW,Australia,11,0.44,0.55,0.6875,0.584375,163,163,1.18203125
165,Robert,Corkill,Male,55,1976-03-12,Clinical Specialist,Health,Mass Customer,N,No,4,5612 Toban Point,2227,NSW,Australia,10,0.4,0.4,0.5,0.425,166,166,1.175
166,Elvira,Kurten,Female,65,1973-03-18,Assistant Professor,Financial Services,High Net Worth,N,No,12,65 Ridge Oak Court,2471,NSW,Australia,3,0.86,0.86,0.86,0.86,166,166,1.175
167,Juliana,Mitchenson,Female,55,1989-01-05,Environmental Tech,Manufacturing,Mass Customer,N,Yes,8,74 Russell Terrace,4350,QLD,Australia,4,0.43,0.5375,0.5375,0.456875,166,166,1.175
168,Regine,Bownes,Female,99,1952-07-01,Senior Developer,Retail,Affluent Customer,N,No,15,255 Loeprich Lane,3752,VIC,Australia,9,0.78,0.78,0.9750000000000001,0.9750000000000001,166,166,1.175
169,Abner,Fraschetti,Male,33,1986-01-23,Staff Scientist,Argiculture,Affluent Customer,N,No,13,67 Northport Avenue,3805,VIC,Australia,7,1.05,1.05,1.05,1.05,166,166,1.175
170,Alvira,Coulman,Female,42,1955-06-05,Account Representative II,,Affluent Customer,N,No,14,823 Wayridge Trail,2205,NSW,Australia,9,0.92,0.92,1.1500000000000001,1.1500000000000001,166,166,1.175
171,Sawyer,Sponton,Male,36,1956-02-22,Help Desk Technician,Property,Mass Customer,N,Yes,10,5 Golf Terrace,2126,NSW,Australia,11,0.42,0.525,0.65625,0.5578124999999999,166,166,1.175
172,Feodor,Vickers,Male,60,1989-11-18,VP Quality Control,Financial Services,Mass Customer,N,Yes,4,40809 Truax Way,2209,NSW,Australia,6,0.41,0.5125,0.5125,0.43562499999999993,173,173,1.171875
173,Paten,Cayet,Male,56,1995-02-19,Assistant Manager,Manufacturing,Affluent Customer,N,Yes,16,1398 Burning Wood Way,3850,VIC,Australia,1,0.64,0.8,0.8,0.8,174,174,1.16875
174,Loria,Tappington,Female,72,1955-09-06,Research Assistant IV,Property,Mass Customer,N,No,5,3920 Swallow Junction,3038,VIC,Australia,8,0.57,0.57,0.57,0.48449999999999993,174,174,1.16875
175,Tanya,Kiefer,Female,54,1992-07-05,Speech Pathologist,Telecommunications,High Net Worth,N,No,7,4 Warner Park,2146,NSW,Australia,9,0.56,0.56,0.7000000000000001,0.7000000000000001,174,174,1.16875
176,Devonne,Alderwick,Female,79,1939-01-29,Research Associate,,High Net Worth,N,Yes,9,534 Lien Lane,3122,VIC,Australia,7,0.55,0.6875,0.6875,0.6875,177,177,1.1625
177,Omero,McDonand,Male,51,1952-04-01,Software Consultant,Manufacturing,Mass Customer,N,No,16,48 Shoshone Park,2066,NSW,Australia,9,1.02,1.02,1.275,1.08375,177,177,1.1625
178,Iain,Haversham,Male,92,1950-12-26,Sales Representative,Retail,Mass Customer,N,Yes,13,170 Briar Crest Place,2120,NSW,Australia,10,0.7,0.875,1.09375,0.9296875,177,177,1.1625
179,Keriann,Newham,Female,71,1975-03-26,Assistant Manager,Financial Services,Mass Customer,N,No,5,0193 Northland Street,4179,QLD,Australia,9,1.1,1.1,1.375,1.16875,177,177,1.1625
180,Conroy,Rappaport,Male,39,1965-01-08,Assistant Manager,Health,High Net Worth,N,No,9,5219 Pearson Drive,2148,NSW,Australia,9,0.85,0.85,1.0625,1.0625,181,181,1.158125
181,Dorian,Rustman,Male,78,1974-12-09,Junior Executive,Manufacturing,Mass Customer,N,No,18,6156 Summit Center,4352,QLD,Australia,7,0.87,0.87,0.87,0.7394999999999999,181,181,1.158125
182,Quillan,Guinane,Male,36,1946-03-24,Community Outreach Specialist,,High Net Worth,N,Yes,21,803 Badeau Point,2177,NSW,Australia,8,0.87,1.0875,1.0875,1.0875,181,181,1.158125
183,Harlin,Mazin,Male,34,1974-03-25,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,13,735 Westridge Road,2454,NSW,Australia,7,0.84,1.05,1.05,0.8925,181,181,1.158125
184,Eustacia,Dornan,Female,68,1985-09-02,Account Representative IV,Property,Mass Customer,N,No,5,1190 Hanson Street,3806,VIC,Australia,9,0.99,0.99,1.2375,1.0518750000000001,181,181,1.158125
185,Maury,Galego,Male,65,1992-07-27,Social Worker,Health,High Net Worth,N,Yes,3,370 Division Junction,3032,VIC,Australia,10,0.48,0.6,0.75,0.75,181,181,1.158125
186,Reggie,Kernar,Female,26,1971-11-28,Senior Editor,Financial Services,High Net Worth,N,No,17,90 Northport Hill,2228,NSW,Australia,10,0.88,0.88,1.1,1.1,181,181,1.158125
187,Brigitte,Whellams,Female,67,1973-05-09 00:00:00,Payment Adjustment Coordinator,,Mass Customer,N,Yes,17,77785 Veith Lane,2766,NSW,Australia,8,0.69,0.8624999999999999,0.8624999999999999,0.7331249999999999,188,188,1.15625
188,Kinna,Kollasch,Female,7,1986-11-09,Safety Technician I,Property,High Net Worth,N,No,9,232 Knutson Park,4060,QLD,Australia,10,0.94,0.94,1.1749999999999998,1.1749999999999998,188,188,1.15625
189,Maurizio,Comi,Male,74,1996-05-30,VP Product Management,IT,Affluent Customer,N,No,10,25805 Eagan Place,2766,NSW,Australia,9,1.07,1.07,1.3375000000000001,1.3375000000000001,190,190,1.15546875
190,Elbertina,Fendley,Female,32,1992-03-27,Physical Therapy Assistant,Property,Affluent Customer,N,No,8,743 Debra Court,2117,NSW,Australia,11,1.03,1.03,1.2875,1.2875,191,191,1.15
191,Franklin,Wohler,Male,55,1938-10-16,Clinical Specialist,Health,Mass Customer,N,Yes,7,6966 Delladonna Street,2250,NSW,Australia,8,0.61,0.7625,0.7625,0.648125,191,191,1.15
192,Allyson,Petchell,Female,16,1970-03-19,Human Resources Manager,Telecommunications,High Net Worth,N,No,10,98221 Pennsylvania Place,2170,NSW,Australia,8,1.02,1.02,1.02,1.02,191,191,1.15
193,Ermentrude,Heindle,Female,47,1969-08-02,GIS Technical Architect,Argiculture,Mass Customer,N,No,7,307 Knutson Center,2226,NSW,Australia,10,0.94,0.94,1.1749999999999998,0.9987499999999998,191,191,1.15
194,Alanna,Lerway,Female,26,1944-01-05,Dental Hygienist,Health,Mass Customer,N,Yes,11,593 Alpine Drive,3195,VIC,Australia,12,0.44,0.55,0.6875,0.584375,195,195,1.1475
195,Vincent,Jopke,Male,6,1972-03-10,Analog Circuit Design manager,Property,Affluent Customer,N,No,16,45788 Stang Plaza,3687,VIC,Australia,3,0.64,0.64,0.64,0.64,195,195,1.1475
196,Mandie,Jeffryes,Female,60,1981-02-16,Business Systems Development Analyst,,High Net Worth,N,No,7,96515 Di Loreto Pass,4109,QLD,Australia,9,0.84,0.84,1.05,1.05,195,195,1.1475
197,Collete,Dory,Female,66,1990-01-09,Information Systems Manager,,High Net Worth,N,No,2,8625 Dakota Plaza,2210,NSW,Australia,9,0.62,0.62,0.775,0.775,195,195,1.1475
198,Leonid,Dorricott,Male,44,1993-11-18,Environmental Tech,,Affluent Customer,N,No,3,02 Hoffman Road,2448,NSW,Australia,3,0.79,0.79,0.79,0.79,195,195,1.1475
199,Charlena,Berney,Female,55,1966-01-02,Geological Engineer,Manufacturing,High Net Worth,N,Yes,12,496 Logan Center,4207,QLD,Australia,4,0.78,0.9750000000000001,0.9750000000000001,0.9750000000000001,195,195,1.1475
200,Alfonso,Massel,Male,70,1940-12-05,,,Mass Customer,N,Yes,13,6065 Talisman Crossing,3977,VIC,Australia,7,0.73,0.9125,0.9125,0.775625,201,201,1.1421875
201,Engracia,Dobbs,Female,84,1959-04-19,,Health,Mass Customer,N,No,15,72 Eliot Place,2250,NSW,Australia,8,0.43,0.43,0.5375,0.456875,202,202,1.140625
202,Glyn,,Male,47,1945-02-13,General Manager,Manufacturing,Affluent Customer,N,Yes,21,67 Bluejay Plaza,2300,NSW,Australia,9,0.78,0.9750000000000001,1.21875,1.21875,202,202,1.140625
203,Rosemonde,Cartwight,Female,44,1952-10-20,Analyst Programmer,Retail,Mass Customer,N,Yes,7,518 Paget Hill,4605,QLD,Australia,1,0.81,1.0125000000000002,1.0125000000000002,0.8606250000000001,202,202,1.140625
204,Alano,Satchel,Male,2,1998-11-26,Recruiting Manager,,Mass Customer,N,No,2,87107 Shelley Crossing,2429,NSW,Australia,7,0.76,0.76,0.76,0.646,202,202,1.140625
205,Corrine,Baribal,Female,19,1948-10-12,Senior Sales Associate,,Affluent Customer,N,Yes,12,3 Mallory Circle,2170,NSW,Australia,8,0.79,0.9875,0.9875,0.9875,206,206,1.1375
206,Benoit,Harniman,Male,31,1976-08-27,Research Assistant II,Telecommunications,Affluent Customer,N,No,9,1582 Bashford Drive,4018,QLD,Australia,7,0.82,0.82,0.82,0.82,206,206,1.1375
207,Jeanne,Darte,Female,70,1955-08-18,,,Mass Customer,N,Yes,11,3 Homewood Park,2756,NSW,Australia,7,0.99,1.2375,1.2375,1.0518750000000001,206,206,1.1375
208,Jenelle,Fearnill,Female,12,1958-01-03,Social Worker,Health,High Net Worth,N,No,19,06 Old Gate Park,2144,NSW,Australia,9,0.77,0.77,0.9625,0.9625,206,206,1.1375
209,Tannie,Gambrell,Male,92,1967-05-25,Financial Analyst,Financial Services,Affluent Customer,N,No,4,49 Surrey Point,4710,QLD,Australia,4,0.44,0.44,0.55,0.55,206,206,1.1375
210,Mick,Macewan,Male,32,1967-12-12,Senior Cost Accountant,Financial Services,Mass Customer,N,No,16,59254 Northland Alley,2032,NSW,Australia,10,0.66,0.66,0.8250000000000001,0.70125,206,206,1.1375
211,Abbie,Oldman,Male,82,1983-11-26,,Health,High Net Worth,N,Yes,5,4 North Drive,2168,NSW,Australia,8,0.58,0.725,0.90625,0.90625,212,212,1.136875
212,Tabbie,Curner,Male,12,1997-03-13,Chief Design Engineer,Retail,Mass Customer,N,No,6,89 Parkside Street,3021,VIC,Australia,6,0.41,0.41,0.41,0.3485,212,212,1.136875
213,Shane,Killen,Male,28,1956-10-16,Account Executive,Entertainment,High Net Worth,N,No,10,7 Hazelcrest Place,2165,NSW,Australia,8,0.67,0.67,0.67,0.67,212,212,1.136875
214,Roberta,Goodale,Female,9,1947-02-28,Information Systems Manager,Property,Mass Customer,N,Yes,22,013 David Junction,4211,QLD,Australia,7,1.01,1.2625,1.2625,1.0731249999999999,215,215,1.12890625
215,Kippy,Barabisch,Male,11,2000-04-07,Legal Assistant,Manufacturing,Mass Customer,N,No,4,840 Graceland Street,2125,NSW,Australia,11,0.99,0.99,1.2375,1.0518750000000001,215,215,1.12890625
216,Rosalinde,Cubuzzi,Female,50,1997-09-04,Business Systems Development Analyst,,Mass Customer,N,No,5,6 Lotheville Trail,2444,NSW,Australia,7,0.41,0.41,0.41,0.3485,215,215,1.12890625
217,Cami,Barnbrook,Female,8,1963-01-01,Occupational Therapist,Health,Affluent Customer,N,Yes,18,890 Truax Lane,4285,QLD,Australia,2,1.1,1.375,1.375,1.375,218,218,1.12625
218,Dorian,Stollen,Male,78,1980-02-16,Statistician I,Financial Services,Mass Customer,N,Yes,18,72922 Cambridge Terrace,2026,NSW,Australia,11,1.1,1.375,1.71875,1.4609375,219,219,1.125
219,Hunfredo,Hayball,Male,7,1994-04-15,,IT,Affluent Customer,N,No,3,60461 Esch Avenue,2227,NSW,Australia,8,1.05,1.05,1.05,1.05,219,219,1.125
220,Giorgi,O'Shirine,Male,68,1981-06-20,Payment Adjustment Coordinator,Retail,Mass Customer,N,Yes,15,6 Novick Alley,3934,VIC,Australia,8,0.78,0.9750000000000001,0.9750000000000001,0.8287500000000001,219,219,1.125
221,Kort,Disley,Male,66,1979-02-05 00:00:00,Technical Writer,Health,Mass Customer,N,Yes,7,76 Donald Trail,2160,NSW,Australia,9,0.66,0.8250000000000001,1.03125,0.8765625,219,219,1.125
222,Gretna,Thredder,Female,62,1966-01-08,,,Mass Customer,N,No,18,1607 Westridge Drive,2203,NSW,Australia,11,0.92,0.92,1.1500000000000001,0.9775,223,223,1.115625
223,Tobiah,Heinsius,Male,66,2000-01-25,Chief Design Engineer,Health,High Net Worth,N,No,9,3630 Dawn Crossing,2446,NSW,Australia,8,0.73,0.73,0.73,0.73,223,223,1.115625
224,Wallace,Newart,Male,91,1977-12-06 00:00:00,,IT,Mass Customer,N,No,17,29007 Dapin Street,4650,QLD,Australia,1,1.07,1.07,1.3375000000000001,1.136875,223,223,1.115625
225,Hersh,Stubbert,Male,0,2000-06-25,Technical Writer,Manufacturing,Mass Customer,N,Yes,15,68 Fairfield Street,4115,QLD,Australia,8,1.08,1.35,1.35,1.1475,226,226,1.1125
226,Hatti,Carletti,U,35,,Legal Assistant,IT,Affluent Customer,N,Yes,11,6 Iowa Center,2519,NSW,Australia,9,0.91,1.1375,1.421875,1.421875,226,226,1.1125
227,Wyn,Saynor,Male,54,1964-06-22,Cost Accountant,Financial Services,High Net Worth,N,No,8,5 Briar Crest Road,2099,NSW,Australia,9,0.65,0.65,0.8125,0.8125,226,226,1.1125
228,Maribeth,Stivani,Female,46,1954-11-13,Associate Professor,Financial Services,Mass Customer,N,No,7,945 Bobwhite Court,2430,NSW,Australia,8,0.57,0.57,0.57,0.48449999999999993,226,226,1.1125
229,Abigale,Sives,Female,48,1963-12-13,VP Marketing,Health,Affluent Customer,N,Yes,14,2 Glendale Center,4207,QLD,Australia,4,0.58,0.725,0.725,0.725,230,230,1.109375
230,Gothart,Artus,Male,52,1978-05-31,Health Coach IV,Health,Mass Customer,N,Yes,14,21824 Northridge Alley,2117,NSW,Australia,10,0.54,0.675,0.84375,0.7171875,231,231,1.105
231,Danny,Bodle,Male,50,1943-09-24,Statistician I,Manufacturing,Mass Customer,N,Yes,18,68 Anthes Park,2007,NSW,Australia,9,1.1,1.375,1.71875,1.4609375,231,231,1.105
232,Vittorio,Boxen,Male,94,1965-08-15,Mechanical Systems Engineer,,Mass Customer,N,No,14,3 Anthes Court,2148,NSW,Australia,9,0.59,0.59,0.7374999999999999,0.626875,233,233,1.1
233,Deborah,Petrovsky,Female,53,1943-07-14,Teacher,Property,Mass Customer,N,No,16,036 Redwing Street,2011,NSW,Australia,7,0.71,0.71,0.71,0.6034999999999999,233,233,1.1
234,Agace,Hedge,Female,25,1997-07-23,Media Manager II,,Mass Customer,N,Yes,13,92 Petterle Place,3429,VIC,Australia,8,0.73,0.9125,0.9125,0.775625,233,233,1.1
235,Rolland,Esmead,Male,41,1940-07-13,,Health,Affluent Customer,N,No,8,72008 7th Avenue,2200,NSW,Australia,8,0.69,0.69,0.69,0.69,233,233,1.1
236,Latrena,Walklate,Female,97,1943-10-05,Mechanical Systems Engineer,Telecommunications,High Net Worth,N,Yes,13,87 Sheridan Junction,2281,NSW,Australia,8,0.58,0.725,0.90625,0.90625,237,237,1.094375
237,Mariquilla,Springthorpe,Female,30,1939-04-04,Director of Sales,,Mass Customer,N,Yes,8,811 Melrose Park,2224,NSW,Australia,10,0.53,0.6625000000000001,0.8281250000000001,0.7039062500000001,237,237,1.094375
238,Leticia,Danovich,Female,84,1941-10-02,Design Engineer,Entertainment,Mass Customer,N,Yes,15,2 Logan Avenue,4307,QLD,Australia,1,0.89,1.1125,1.390625,1.1820312499999999,237,237,1.094375
239,Harman,Lynds,Male,4,1961-05-27,Professor,,Mass Customer,N,Yes,5,538 Gina Way,4105,QLD,Australia,8,0.71,0.8875,0.8875,0.7543749999999999,240,240,1.09
240,Farra,Matyushkin,Female,18,1974-01-24,VP Quality Control,Manufacturing,High Net Worth,N,Yes,9,52761 Portage Crossing,3170,VIC,Australia,9,0.81,1.0125000000000002,1.2656250000000002,1.2656250000000002,241,241,1.0875
241,Robenia,Monks,Female,94,1959-05-08,Nurse Practicioner,Manufacturing,Mass Customer,N,No,5,8 Fieldstone Street,4065,QLD,Australia,9,0.61,0.61,0.7625,0.648125,241,241,1.0875
242,Roman,Eastwood,Male,57,1969-09-21,Associate Professor,Manufacturing,Affluent Customer,N,Yes,16,8957 Anhalt Alley,3004,VIC,Australia,4,0.86,1.075,1.075,1.075,241,241,1.0875
243,Solomon,Bruck,Male,29,1957-11-15,Junior Executive,Health,Mass Customer,N,No,12,5 High Crossing Junction,4556,QLD,Australia,8,0.44,0.44,0.44,0.374,244,244,1.08375
244,Krystyna,Airey,Female,2,1950-09-05,Safety Technician II,,Mass Customer,N,Yes,19,75760 Toban Junction,4006,QLD,Australia,5,0.63,0.7875,0.7875,0.6693749999999999,244,244,1.08375
245,Katharine,Redbourn,Female,8,1967-09-11,Recruiter,Manufacturing,Affluent Customer,N,Yes,4,178 Waxwing Trail,3134,VIC,Australia,10,1.0,1.25,1.5625,1.5625,244,244,1.08375
246,Cammy,Stoneham,Female,74,1963-05-02,Business Systems Development Analyst,Financial Services,High Net Worth,N,No,14,8648 Green Alley,4680,QLD,Australia,3,0.61,0.61,0.61,0.61,244,244,1.08375
247,Ellsworth,Andrieux,Male,49,1971-04-26,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10,08912 Carberry Place,4036,QLD,Australia,7,1.0,1.25,1.25,1.25,248,248,1.078125
248,Federico,Leuty,Male,59,1978-12-11,Product Engineer,Property,High Net Worth,N,Yes,11,720 Menomonie Crossing,2380,NSW,Australia,4,0.73,0.9125,0.9125,0.9125,249,249,1.07578125
249,Ferdy,Hornung,Male,57,1974-05-14,Analog Circuit Design manager,Entertainment,High Net Worth,N,No,18,0686 Hallows Trail,4506,QLD,Australia,3,0.87,0.87,0.87,0.87,250,250,1.075
250,Sunny,Christescu,Female,90,1975-03-12,Cost Accountant,Financial Services,Mass Customer,N,No,11,6668 Blue Bill Park Plaza,2209,NSW,Australia,10,0.91,0.91,1.1375,0.9668749999999999,250,250,1.075
251,Shadow,Yakutin,Male,85,1967-02-03,Software Test Engineer IV,Health,Affluent Customer,N,Yes,6,06 Dwight Park,4119,QLD,Australia,2,0.89,1.1125,1.390625,1.390625,252,252,1.073125
252,Sharai,Priddie,Female,13,1961-01-16,Sales Representative,Retail,Mass Customer,N,No,9,5202 Crowley Place,2145,NSW,Australia,9,0.91,0.91,1.1375,0.9668749999999999,252,252,1.073125
253,Celeste,Fretson,Female,91,1980-09-16,Product Engineer,IT,Mass Customer,N,No,9,14709 Portage Avenue,2166,NSW,Australia,9,0.9,0.9,1.125,0.9562499999999999,252,252,1.073125
254,Lea,Ilyinski,Female,75,1997-09-25,Structural Analysis Engineer,Financial Services,High Net Worth,N,No,12,895 Glendale Park,2026,NSW,Australia,12,0.9,0.9,1.125,1.125,252,252,1.073125
255,Dyann,Olechnowicz,Female,17,1939-07-17,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16,0474 Bowman Hill,3031,VIC,Australia,10,0.8,0.8,1.0,0.85,252,252,1.073125
256,Delly,Sunman,Female,49,1959-04-11,Account Coordinator,Retail,Mass Customer,N,No,15,652 Fuller Terrace,3206,VIC,Australia,12,0.69,0.69,0.8624999999999999,0.7331249999999999,252,252,1.073125
257,Malvin,Ryhorovich,Male,37,1962-03-03,Quality Control Specialist,,Mass Customer,N,No,5,5356 Sugar Plaza,4818,QLD,Australia,3,0.61,0.61,0.61,0.5185,252,252,1.073125
258,Tanya,Hamberston,Female,45,2000-09-25,Product Engineer,,Mass Customer,N,Yes,9,7 Schiller Point,4113,QLD,Australia,6,0.71,0.8875,0.8875,0.7543749999999999,259,259,1.0625
259,Kaela,Romaines,Female,41,1971-11-27,Geological Engineer,Manufacturing,High Net Worth,N,No,19,9193 Prairieview Drive,2155,NSW,Australia,10,0.57,0.57,0.7124999999999999,0.7124999999999999,259,259,1.0625
260,Evonne,Bembridge,Female,9,1969-07-06,Recruiting Manager,Retail,Mass Customer,N,Yes,14,13272 Basil Avenue,3103,VIC,Australia,9,0.78,0.9750000000000001,1.21875,1.0359375,259,259,1.0625
261,Shannen,Lewin,Female,21,1991-06-07,Analog Circuit Design manager,Argiculture,High Net Worth,N,No,6,29 Aberg Crossing,4210,QLD,Australia,6,0.47,0.47,0.47,0.47,259,259,1.0625
262,Bogey,Attew,Male,88,1992-11-18,Software Engineer II,IT,Mass Customer,N,Yes,10,4 Monterey Road,4165,QLD,Australia,9,0.79,0.9875,1.234375,1.0492187499999999,259,259,1.0625
263,Zondra,Ringham,Female,36,1948-01-13,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,416 Lighthouse Bay Lane,4510,QLD,Australia,5,0.72,0.8999999999999999,0.8999999999999999,0.7649999999999999,259,259,1.0625
264,Barnebas,Apfel,Male,57,1996-02-19,Account Executive,Manufacturing,Affluent Customer,N,Yes,2,05475 Elgar Place,4000,QLD,Australia,6,0.55,0.6875,0.6875,0.6875,259,259,1.0625
265,Alleen,Eaken,Female,56,1938-08-31,,,Mass Customer,N,No,10,343 Lakewood Center,2089,NSW,Australia,12,0.75,0.75,0.9375,0.796875,259,259,1.0625
266,Gerri,Schimann,Female,81,1969-11-17,Desktop Support Technician,Property,Mass Customer,N,Yes,18,47 Kim Terrace,2566,NSW,Australia,8,0.43,0.5375,0.671875,0.57109375,259,259,1.0625
267,Antonietta,Egle,Female,82,1973-09-25,Actuary,Financial Services,Mass Customer,N,No,7,590 Hagan Parkway,3805,VIC,Australia,7,0.51,0.51,0.6375,0.541875,259,259,1.0625
268,Raff,Waycott,Male,70,1951-12-16,Engineer IV,Manufacturing,Affluent Customer,N,Yes,14,94694 Eagle Crest Terrace,3977,VIC,Australia,7,0.9,1.125,1.125,1.125,259,259,1.0625
