,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
530,531,Modesty,Fletcher,Female,94,1993-08-26 00:00:00,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1.0
531,532,Row,Mawditt,Female,25,1961-01-14 00:00:00,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,19.0
532,533,Conny,Shearmer,Male,40,1981-12-14 00:00:00,Database Administrator III,Retail,Mass Customer,N,No,11.0
533,534,Madel,Palffrey,Female,2,1954-08-16 00:00:00,Systems Administrator I,,Mass Customer,N,No,12.0
534,535,Gracie,Merrifield,Female,67,1993-05-04 00:00:00,,,Affluent Customer,N,No,3.0
535,536,Jannelle,Leist,Female,64,1959-04-07 00:00:00,Recruiting Manager,Manufacturing,Affluent Customer,N,No,16.0
536,537,Raine,Sneezum,Female,16,1989-03-26 00:00:00,Structural Engineer,Entertainment,High Net Worth,N,No,7.0
537,538,Millicent,Wiffler,Female,33,1956-10-21 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5.0
538,539,Hobie,Knappett,Male,53,1975-08-10 00:00:00,,Health,High Net Worth,N,No,15.0
539,540,Tresa,Dy,Female,80,2001-04-28 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,No,1.0
540,541,Annissa,Balmforth,Female,23,1966-01-01 00:00:00,,Manufacturing,Affluent Customer,N,Yes,13.0
541,542,Berri,McManamen,Female,78,1967-01-14 00:00:00,Accountant III,Manufacturing,Mass Customer,N,No,18.0
542,543,Mikey,Rizzetti,Male,9,1973-08-03 00:00:00,Account Coordinator,Retail,Affluent Customer,N,Yes,17.0
543,544,Giacomo,Johanning,Male,51,1990-10-12 00:00:00,Structural Engineer,Manufacturing,High Net Worth,N,Yes,5.0
544,545,Alecia,Crosse,Female,43,1978-06-04 00:00:00,Project Manager,Health,Mass Customer,N,Yes,18.0
545,546,Jorie,Pigott,Female,80,1981-02-24 00:00:00,Information Systems Manager,Health,Mass Customer,N,Yes,12.0
546,547,Andee,Robjant,Female,22,1996-05-14 00:00:00,Sales Associate,Health,Mass Customer,N,No,5.0
547,548,Georgie,Cudbertson,U,84,,,IT,High Net Worth,N,Yes,
548,549,Abrahan,Luckman,Male,84,1985-06-15 00:00:00,Human Resources Manager,Retail,Mass Customer,N,Yes,2.0
549,550,Emeline,Jorioz,Female,16,1976-07-10 00:00:00,,Retail,Mass Customer,N,No,15.0
550,551,Florence,Muldoon,Female,8,1987-08-10 00:00:00,Structural Engineer,Financial Services,High Net Worth,N,No,9.0
551,552,Hilly,Kleinmann,Male,66,1978-09-09 00:00:00,Geological Engineer,Manufacturing,High Net Worth,N,Yes,20.0
552,553,Charlean,Fantone,Female,62,1979-05-12 00:00:00,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,7.0
553,554,Esmaria,Dobbison,Female,33,1955-05-06 00:00:00,Graphic Designer,Health,Mass Customer,N,Yes,7.0
554,555,Jarib,Senior,Male,99,1970-11-08 00:00:00,Junior Executive,Property,Mass Customer,N,No,4.0
555,556,Oralia,Gifford,Female,69,1957-09-08 00:00:00,Junior Executive,,Mass Customer,N,No,11.0
556,557,Cassie,Morley,Female,67,1961-06-02 00:00:00,,Manufacturing,Affluent Customer,N,Yes,18.0
557,558,Allene,Claypole,Female,96,1973-05-25 00:00:00,Programmer Analyst III,,Mass Customer,N,No,8.0
558,559,Erma,Vyel,Female,39,1988-03-05 00:00:00,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,16.0
559,560,Dorree,Sanja,Female,1,1953-10-11 00:00:00,Social Worker,Health,Affluent Customer,N,No,8.0
560,561,Karin,Burkill,Female,99,1977-08-15 00:00:00,Tax Accountant,,Mass Customer,N,No,12.0
561,562,Lindy,Fitzpayn,Female,88,1970-06-06 00:00:00,Marketing Assistant,,Mass Customer,N,No,17.0
562,563,Rube,Itzhayek,Male,25,1974-09-20 00:00:00,Accounting Assistant II,IT,Mass Customer,N,Yes,19.0
563,564,Nettie,Iddy,Female,7,1983-11-07 00:00:00,Operator,Retail,High Net Worth,N,No,7.0
564,565,Saleem,Meller,Male,30,1959-10-02 00:00:00,Civil Engineer,Manufacturing,Mass Customer,N,Yes,16.0
565,566,Datha,McPheat,Female,66,1978-12-09 00:00:00,Systems Administrator I,Financial Services,High Net Worth,N,Yes,9.0
566,567,Hashim,O'Leahy,Male,73,1965-07-08 00:00:00,,Financial Services,Affluent Customer,N,No,16.0
567,568,Quinn,Fulks,Male,32,1957-12-15 00:00:00,VP Sales,Manufacturing,Mass Customer,N,No,13.0
568,569,Jaime,Warkup,Male,30,1976-01-31 00:00:00,Analog Circuit Design manager,IT,Mass Customer,N,No,10.0
569,570,Xever,Baldetti,Male,14,1978-06-24 00:00:00,VP Product Management,Financial Services,Mass Customer,N,Yes,15.0
570,571,Ramonda,McKellar,Female,30,1958-02-15 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,No,6.0
571,572,Clementius,Everington,Male,0,1967-05-01 00:00:00,Clinical Specialist,Health,High Net Worth,N,Yes,5.0
572,573,Maurits,Kix,Male,39,1994-03-07 00:00:00,General Manager,,Mass Customer,N,No,2.0
573,574,Gerard,Steketee,Male,95,1990-04-09 00:00:00,Senior Cost Accountant,Financial Services,Mass Customer,N,No,20.0
574,575,Etan,Poyle,Male,64,1956-06-10 00:00:00,VP Accounting,Financial Services,High Net Worth,N,Yes,11.0
575,576,Bart,Eakle,Male,98,1977-05-19 00:00:00,Recruiter,Retail,Mass Customer,N,Yes,7.0
576,577,Nadean,Fielding,Female,41,1956-04-08 00:00:00,,Property,Mass Customer,N,Yes,19.0
577,578,Charyl,Haimes,Female,72,1995-01-24 00:00:00,Web Developer I,,High Net Worth,N,Yes,3.0
578,579,Cathlene,Bellas,Female,89,1974-06-11 00:00:00,Software Engineer II,Health,Mass Customer,N,No,12.0
579,580,Johnathan,Audiss,Male,83,1975-12-03 00:00:00,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14.0
580,581,Brenna,Dacks,Female,32,1969-05-22 00:00:00,Computer Systems Analyst IV,Financial Services,Mass Customer,N,Yes,16.0
581,582,Rhoda,McKeown,U,21,,Staff Scientist,IT,Affluent Customer,N,No,
582,583,Tirrell,Haysham,Male,97,1986-04-14 00:00:00,Registered Nurse,Health,Mass Customer,N,No,4.0
583,584,Fiona,Clines,Female,10,1995-09-15 00:00:00,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,19.0
584,585,Tiphany,Bonnier,Female,66,1978-04-20 00:00:00,Pharmacist,Health,Mass Customer,N,Yes,10.0
585,586,Jayme,Baunton,Female,63,1999-03-15 00:00:00,Chief Design Engineer,Manufacturing,Mass Customer,N,No,4.0
586,587,Adolphus,Seers,Male,43,1966-05-27 00:00:00,Registered Nurse,Health,Mass Customer,N,Yes,19.0
587,588,Gunther,Jackman,Male,15,1963-10-05 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,No,11.0
588,589,Duff,Anan,Male,76,1995-12-07 00:00:00,Compensation Analyst,Financial Services,Mass Customer,N,Yes,1.0
589,590,Ddene,Burleton,Female,85,1988-09-09 00:00:00,Assistant Professor,Health,Mass Customer,N,Yes,11.0
590,591,Sydney,Endacott,Male,16,1974-10-02 00:00:00,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,16.0
591,592,Edik,Connichie,Male,73,1992-09-24 00:00:00,VP Sales,Manufacturing,Mass Customer,N,No,2.0
592,593,Eugenius,Packe,Male,64,1984-08-07 00:00:00,Structural Analysis Engineer,,Mass Customer,N,No,4.0
593,594,Humfrey,Frankland,Male,74,1980-07-22 00:00:00,Office Assistant II,,Mass Customer,N,No,13.0
594,595,Nikola,Jeanon,Male,72,1973-05-12 00:00:00,VP Marketing,Financial Services,Mass Customer,N,No,22.0
595,596,Sue,Chapelhow,Female,9,1968-10-20 00:00:00,Recruiter,Property,Affluent Customer,N,No,13.0
596,597,Cassandra,Aucoate,Female,6,1954-12-10 00:00:00,Recruiter,Manufacturing,Mass Customer,N,No,6.0
597,598,Zebulen,Swadon,Male,25,1967-06-27 00:00:00,Financial Advisor,Financial Services,High Net Worth,N,No,12.0
598,599,Ernestus,Cruden,U,48,,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,
599,600,Duke,Allnatt,Male,65,1974-05-10 00:00:00,Nurse,Argiculture,Mass Customer,N,Yes,8.0
600,601,Ken,Renfree,Male,56,1992-12-04 00:00:00,Senior Quality Engineer,Retail,High Net Worth,N,Yes,4.0
601,602,Lebbie,Bruck,Female,0,1992-03-28 00:00:00,Office Assistant II,,High Net Worth,N,Yes,9.0
602,603,Alidia,Durrett,Female,28,1987-04-18 00:00:00,Marketing Assistant,Financial Services,Affluent Customer,N,No,11.0
603,604,Mella,Petrovsky,Female,72,1998-02-10 00:00:00,Help Desk Operator,IT,Affluent Customer,N,No,3.0
604,605,Bart,Creenan,Male,13,1972-03-26 00:00:00,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5.0
605,606,Filia,Rosson,Female,62,1989-07-16 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2.0
606,607,Adelaida,Redmond,Female,55,1976-08-10 00:00:00,Dental Hygienist,Health,Mass Customer,N,No,15.0
607,608,Alisun,Heinecke,Female,55,1980-01-08 00:00:00,Accounting Assistant I,Retail,High Net Worth,N,Yes,12.0
608,609,Margalit,Dorwood,Female,32,2000-11-06 00:00:00,Computer Systems Analyst II,Health,Mass Customer,N,No,1.0
609,610,Hyatt,Craine,Male,45,1958-03-16 00:00:00,Help Desk Technician,Financial Services,Mass Customer,N,Yes,15.0
610,611,Otto,Huriche,Male,58,1986-12-20 00:00:00,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,16.0
611,612,Grange,Skillington,Male,50,1962-01-12 00:00:00,GIS Technical Architect,Health,Mass Customer,N,No,14.0
612,613,Carolann,O'Hallagan,Female,4,1989-11-14 00:00:00,Analyst Programmer,Property,High Net Worth,N,No,17.0
613,614,Nonnah,Johns,Female,45,1995-09-12 00:00:00,,Manufacturing,Mass Customer,N,Yes,11.0
614,615,Rebeca,Martonfi,Female,93,1956-05-11 00:00:00,Human Resources Assistant I,Property,Mass Customer,N,No,19.0
615,616,Perl,Bysaker,Female,36,1995-07-13 00:00:00,,Health,High Net Worth,N,No,6.0
616,617,Idell,Cole,Female,81,1960-08-01 00:00:00,Director of Sales,Property,Mass Customer,N,No,15.0
617,618,Lucho,Mitie,Male,17,1962-04-05 00:00:00,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,18.0
618,619,Finn,Dahlman,Male,39,1977-08-14 00:00:00,Speech Pathologist,Property,Mass Customer,N,No,20.0
619,620,Willy,Langley,Female,54,1973-03-26 00:00:00,Financial Analyst,Financial Services,Mass Customer,N,Yes,5.0
620,621,Constantin,Giacobbo,Male,78,1964-11-29 00:00:00,Systems Administrator III,,High Net Worth,N,No,14.0
621,622,Arri,Lamden,Male,18,1968-10-18 00:00:00,,Financial Services,Mass Customer,N,No,17.0
622,623,Hazel,Brokenshire,Male,52,1988-04-23 00:00:00,Health Coach II,Property,High Net Worth,N,No,4.0
623,624,Winny,Girtin,Male,44,1976-01-13 00:00:00,Research Assistant II,Manufacturing,Mass Customer,N,Yes,13.0
624,625,Abra,Probets,Female,33,1974-11-27 00:00:00,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,7.0
625,626,Albrecht,Forty,Male,12,1992-11-24 00:00:00,Geological Engineer,Manufacturing,Mass Customer,N,No,2.0
626,627,Shanta,Knill,Female,24,1970-09-24 00:00:00,,,High Net Worth,N,No,10.0
627,628,Mallissa,Gillespie,Female,14,1981-10-24 00:00:00,Actuary,Financial Services,Mass Customer,N,No,13.0
628,629,Basil,Brellin,Male,29,1960-12-06 00:00:00,Chemical Engineer,Manufacturing,High Net Worth,N,No,6.0
629,630,D'arcy,Rowden,Male,90,1986-08-11 00:00:00,Statistician III,Property,Affluent Customer,N,Yes,17.0
630,631,Ortensia,Dronsfield,Female,33,1966-09-14 00:00:00,Computer Systems Analyst I,Health,Affluent Customer,N,No,17.0
631,632,Angeli,O'Hegertie,Male,67,1998-04-26 00:00:00,General Manager,Health,Mass Customer,N,No,1.0
632,633,Alair,Hopkins,Male,51,1986-03-12 00:00:00,Nurse,,High Net Worth,N,Yes,11.0
633,634,Melonie,Zisneros,Female,35,1978-01-30 00:00:00,Speech Pathologist,Manufacturing,Mass Customer,N,No,15.0
634,635,Joelle,Prior,Female,78,1976-09-25 00:00:00,Programmer Analyst IV,,Mass Customer,N,Yes,9.0
635,636,Alejandrina,Canavan,Female,42,1971-09-02 00:00:00,Systems Administrator II,,Mass Customer,N,No,19.0
636,637,Mercy,Wilsone,Female,60,1976-09-23 00:00:00,Health Coach I,Health,High Net Worth,N,No,13.0
637,638,Joey,Ledram,Male,19,1967-04-29 00:00:00,,Manufacturing,High Net Worth,N,No,13.0
638,639,Mayor,Ismay,Male,51,1974-06-03 00:00:00,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16.0
639,640,Galvin,O'Keenan,Male,12,1975-07-12 00:00:00,Librarian,Entertainment,High Net Worth,N,Yes,10.0
640,641,Foster,Haysar,Male,86,1974-11-21 00:00:00,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,3.0
641,642,Les,Mines,Male,9,1972-12-19 00:00:00,Automation Specialist IV,Property,Mass Customer,N,No,12.0
642,643,Carolee,Butters,Female,48,1982-12-29 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,10.0
643,644,Tomlin,Hastwall,Male,59,1999-12-22 00:00:00,Administrative Officer,Health,Affluent Customer,N,No,2.0
644,645,Randolf,Durant,Male,50,1971-04-01 00:00:00,Analyst Programmer,,High Net Worth,N,No,11.0
645,646,Rowena,Parchment,Female,3,1973-07-22 00:00:00,Human Resources Manager,Manufacturing,Affluent Customer,N,No,13.0
646,647,Stanislas,Baildon,Male,61,1957-01-23 00:00:00,Assistant Manager,Retail,Mass Customer,N,Yes,10.0
647,648,Gardiner,Nutley,Male,86,1978-06-04 00:00:00,Accountant II,Financial Services,Mass Customer,N,Yes,9.0
648,649,Krissie,Dinan,Female,23,1974-12-07 00:00:00,Legal Assistant,Financial Services,Mass Customer,N,Yes,10.0
649,650,Matthew,Petschelt,Male,81,1977-10-24 00:00:00,Assistant Manager,Health,Mass Customer,N,No,13.0
650,651,Minni,Deegin,Female,76,1973-10-24 00:00:00,Tax Accountant,Health,Affluent Customer,N,No,13.0
651,652,Edee,Stoker,Female,62,1996-11-24 00:00:00,Staff Scientist,Financial Services,High Net Worth,N,Yes,1.0
652,653,Maxy,Hurles,Male,68,1968-01-28 00:00:00,Graphic Designer,Financial Services,Affluent Customer,N,Yes,19.0
653,654,Noelani,Andreuzzi,Female,2,1993-05-19 00:00:00,Administrative Officer,Manufacturing,Affluent Customer,N,No,5.0
654,655,Stuart,Gebhardt,Male,64,1974-11-25 00:00:00,General Manager,Manufacturing,Affluent Customer,N,Yes,19.0
655,656,Marty,Lebreton,Female,80,1978-11-17 00:00:00,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8.0
656,657,Hoyt,,Male,66,1993-02-18 00:00:00,Safety Technician II,Manufacturing,Affluent Customer,N,No,10.0
657,658,Donn,Bonnell,Male,38,1944-01-24 00:00:00,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8.0
658,659,Natalee,Stringman,Female,44,1979-10-09 00:00:00,,Financial Services,Affluent Customer,N,Yes,15.0
659,660,Stormi,,Female,82,1995-07-29 00:00:00,Geological Engineer,Manufacturing,High Net Worth,N,No,6.0
660,661,Cinderella,Haslen,Female,35,1988-05-07 00:00:00,Sales Associate,IT,High Net Worth,N,No,14.0
661,662,Bonnibelle,Imos,Female,41,1967-07-04 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5.0
662,663,Massimo,Seymour,Male,27,1997-07-17 00:00:00,VP Sales,Property,Affluent Customer,N,Yes,3.0
663,664,Mathe,Scatcher,Male,38,1994-10-05 00:00:00,Research Nurse,Health,High Net Worth,N,No,4.0
664,665,Chan,Kirckman,Male,82,1997-04-19 00:00:00,Human Resources Assistant I,,Mass Customer,N,No,5.0
665,666,Anselma,Ricardon,Female,82,1983-11-01 00:00:00,Social Worker,Health,High Net Worth,N,Yes,15.0
666,667,Nicoline,Samwayes,Female,62,1994-03-19 00:00:00,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,3.0
667,668,Ebony,Threadgall,Female,61,1966-08-26 00:00:00,Junior Executive,Health,Mass Customer,N,No,7.0
668,669,Fleur,Whittlesea,Female,73,1980-11-02 00:00:00,Research Associate,,Mass Customer,N,No,3.0
669,670,Janifer,Pountain,Female,75,1992-11-09 00:00:00,Business Systems Development Analyst,Retail,Affluent Customer,N,No,8.0
670,671,Aristotle,Vanni,Male,49,1984-07-25 00:00:00,,Argiculture,Mass Customer,N,No,5.0
671,672,Kleon,Pallatina,Male,53,1977-01-12 00:00:00,Analog Circuit Design manager,Retail,High Net Worth,N,No,12.0
672,673,Artie,Ommanney,Male,35,1975-06-27 00:00:00,VP Sales,Health,Mass Customer,N,Yes,4.0
673,674,Dalila,Rosel,Female,61,1954-08-22 00:00:00,Developer II,,Mass Customer,N,No,5.0
674,675,Sharl,Wiggin,Female,37,1976-12-19 00:00:00,Administrative Assistant I,Financial Services,Mass Customer,N,Yes,17.0
675,676,Curtis,,Male,51,1968-05-19 00:00:00,Senior Editor,,High Net Worth,N,Yes,14.0
676,677,El,Toupe,Male,59,1997-07-28 00:00:00,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5.0
677,678,Ambur,Symcoxe,Female,57,1995-08-31 00:00:00,Accounting Assistant II,IT,High Net Worth,N,No,2.0
678,679,Yolande,Whild,Female,29,1974-10-21 00:00:00,Registered Nurse,Health,Mass Customer,N,No,12.0
679,680,Gay,Pickersgill,U,22,,,IT,High Net Worth,N,Yes,
680,681,Jobyna,Elgey,Female,55,1978-09-18 00:00:00,VP Product Management,Manufacturing,Mass Customer,N,Yes,17.0
681,682,Ole,Euplate,Male,53,1971-03-16 00:00:00,Health Coach IV,Health,Affluent Customer,N,Yes,7.0
682,683,Brennan,Gagen,Male,60,1962-05-16 00:00:00,,Manufacturing,Mass Customer,N,Yes,10.0
683,684,Malvin,,Male,88,1987-07-03 00:00:00,Desktop Support Technician,Financial Services,Mass Customer,N,No,14.0
684,685,Booth,Birkin,U,28,,Senior Developer,IT,Mass Customer,N,No,
685,686,Hallie,Le feaver,Female,60,1954-07-17 00:00:00,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,5.0
686,687,Welby,Ninnotti,Male,25,1959-02-10 00:00:00,Executive Secretary,Retail,High Net Worth,N,Yes,5.0
687,688,Baron,Bullus,Male,90,1969-02-15 00:00:00,Junior Executive,Health,High Net Worth,N,No,9.0
688,689,Hamnet,Berford,Male,91,1966-05-19 00:00:00,Senior Developer,Entertainment,High Net Worth,N,Yes,16.0
689,690,Lindsey,,Male,95,1987-03-27 00:00:00,Assistant Professor,,Affluent Customer,N,Yes,17.0
690,691,Carver,Carwardine,Male,29,1954-08-25 00:00:00,,Financial Services,Affluent Customer,N,Yes,5.0
691,692,Goraud,Ayling,Male,42,1987-12-25 00:00:00,Database Administrator IV,Property,Mass Customer,N,No,7.0
692,693,Bambi,Hebblethwaite,Female,46,1970-10-27 00:00:00,,Financial Services,Affluent Customer,N,Yes,19.0
693,694,Lilith,Lanning,Female,66,1968-12-28 00:00:00,Media Manager III,Health,Mass Customer,N,No,13.0
694,695,Kevan,Kubal,Male,36,1977-11-30 00:00:00,Engineer II,Health,High Net Worth,N,No,11.0
695,696,Arch,Gaitskill,Male,57,1966-02-06 00:00:00,Programmer Analyst II,,Affluent Customer,N,Yes,6.0
696,697,Weston,Brokenshaw,Male,25,1986-11-29 00:00:00,Environmental Specialist,Entertainment,Mass Customer,N,No,10.0
697,698,Ellette,Fahy,Female,90,1996-07-20 00:00:00,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,1.0
698,699,Mirabella,Richter,Female,16,1972-08-04 00:00:00,Account Representative IV,IT,Affluent Customer,N,Yes,16.0
699,700,Josias,Mulliner,Male,67,1990-02-20 00:00:00,,Financial Services,Mass Customer,N,No,4.0
700,701,Ransell,Ruler,Male,18,1956-05-01 00:00:00,Food Chemist,Health,Mass Customer,N,Yes,8.0
701,702,Zorina,Bosomworth,Female,72,1960-02-09 00:00:00,Help Desk Technician,,Mass Customer,N,No,8.0
702,703,Ethelda,,Female,66,1966-10-31 00:00:00,,Property,Mass Customer,N,No,15.0
703,704,Lindsay,Acaster,Female,49,1998-12-08 00:00:00,Research Nurse,Health,Mass Customer,N,No,4.0
704,705,Eddie,Yekel,Male,48,1964-01-16 00:00:00,Quality Engineer,Retail,High Net Worth,N,No,14.0
705,706,Kane,Gaffer,Male,44,1990-01-06 00:00:00,Media Manager IV,Financial Services,High Net Worth,N,Yes,5.0
706,707,Homere,Rounds,Male,97,1973-07-23 00:00:00,Executive Secretary,,Mass Customer,N,Yes,7.0
707,708,Idalina,Wilcot,Female,31,1987-02-15 00:00:00,Safety Technician II,IT,Mass Customer,N,Yes,10.0
708,709,Holly,Cavil,Female,83,1979-12-11 00:00:00,Accountant III,Financial Services,Mass Customer,N,Yes,5.0
709,710,Benton,Oakly,Male,76,1970-03-01 00:00:00,Sales Representative,Retail,High Net Worth,N,Yes,13.0
710,711,Audrey,Vickerman,Female,60,1972-03-03 00:00:00,,,Affluent Customer,N,No,7.0
711,712,Norine,Antonik,Female,22,1961-05-20 00:00:00,,IT,Mass Customer,N,No,14.0
712,713,Adena,Northedge,Female,34,1994-09-26 00:00:00,Help Desk Technician,,Mass Customer,N,Yes,4.0
713,714,Burtie,Scintsbury,Male,12,1964-07-13 00:00:00,,Manufacturing,High Net Worth,N,Yes,15.0
714,715,Royal,Shinn,Male,50,1968-09-07 00:00:00,Junior Executive,,Mass Customer,N,No,6.0
715,716,Trescha,Preshous,Female,31,1979-11-09 00:00:00,Social Worker,Health,Mass Customer,N,No,11.0
716,717,Basilius,Spieck,Male,65,1976-11-20 00:00:00,VP Product Management,Manufacturing,Mass Customer,N,Yes,11.0
717,718,Cathe,Lorriman,Female,38,1978-02-18 00:00:00,Engineer I,Manufacturing,Mass Customer,N,Yes,7.0
718,719,Pattin,Weathey,Male,2,1953-12-30 00:00:00,Administrative Officer,Retail,Mass Customer,N,No,14.0
719,720,Darrel,Canet,Male,67,1931-10-23 00:00:00,Recruiting Manager,Retail,Affluent Customer,N,No,6.0
720,721,Harmonia,Cornock,Female,84,1993-08-09 00:00:00,Account Representative III,,Affluent Customer,N,Yes,1.0
721,722,Stewart,Brosoli,Male,69,1956-03-17 00:00:00,Marketing Manager,IT,Mass Customer,N,No,5.0
722,723,Madelina,Marte,Female,41,1963-08-20 00:00:00,Food Chemist,Health,Mass Customer,N,Yes,6.0
723,724,Heinrik,Norcock,Male,7,1975-08-05 00:00:00,Analog Circuit Design manager,Financial Services,Mass Customer,N,Yes,4.0
724,725,Gage,Crossan,Male,61,1965-08-27 00:00:00,Design Engineer,Health,High Net Worth,N,Yes,19.0
725,726,Norma,Blackbourn,Female,69,1978-02-10 00:00:00,Information Systems Manager,Health,Mass Customer,N,Yes,10.0
726,727,Lenci,Duerden,Male,98,1978-10-10 00:00:00,Senior Editor,Manufacturing,Mass Customer,N,No,3.0
727,728,Winthrop,Corser,Male,60,1956-10-03 00:00:00,VP Accounting,Financial Services,Mass Customer,N,Yes,8.0
728,729,Ammamaria,Standbridge,Female,30,1973-10-23 00:00:00,Analog Circuit Design manager,Health,Affluent Customer,N,No,11.0
729,730,Robb,Poll,Male,42,1968-07-25 00:00:00,Web Designer IV,,Mass Customer,N,No,14.0
730,731,Lorenza,Cawthorne,Female,57,1969-12-04 00:00:00,,,Mass Customer,N,No,6.0
731,732,Bonita,Gethins,Female,71,1967-01-21 00:00:00,Actuary,Financial Services,Mass Customer,N,No,5.0
732,733,Ham,Mayoh,Male,25,1973-11-30 00:00:00,,Manufacturing,Mass Customer,N,No,13.0
733,734,Leicester,Fynes,Male,34,1980-07-06 00:00:00,Programmer III,Retail,Affluent Customer,N,No,11.0
734,735,Khalil,Pennings,Male,33,1965-04-20 00:00:00,Assistant Manager,Financial Services,Mass Customer,N,Yes,11.0
735,736,Sansone,Eastcourt,Male,41,1974-05-24 00:00:00,Help Desk Operator,,High Net Worth,N,No,8.0
736,737,Sisely,Oppy,Female,75,1983-07-11 00:00:00,Systems Administrator III,,Mass Customer,N,No,16.0
737,738,Bunnie,Whines,Female,51,1984-12-08 00:00:00,,Argiculture,Mass Customer,N,Yes,9.0
738,739,Arnie,Zorn,Male,36,1964-12-13 00:00:00,Senior Editor,Manufacturing,Mass Customer,N,No,8.0
739,740,Farr,Butterick,Male,9,1994-08-18 00:00:00,,Financial Services,Affluent Customer,N,No,6.0
740,741,Cristionna,Mapes,Female,16,1979-02-15 00:00:00,,,Mass Customer,N,No,11.0
741,742,Dexter,Robelin,Male,55,1966-04-24 00:00:00,Senior Developer,Manufacturing,Mass Customer,N,No,15.0
742,743,Pattin,Morican,Male,89,1981-04-06 00:00:00,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0
743,744,Heinrik,,Male,54,1977-08-30 00:00:00,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14.0
744,745,Dotty,Maylott,Female,84,1978-03-22 00:00:00,,Manufacturing,Mass Customer,N,Yes,13.0
745,746,Aldo,Waistall,Male,47,1964-07-29 00:00:00,Business Systems Development Analyst,,Affluent Customer,N,Yes,17.0
746,747,Eula,Bruni,Female,91,1978-04-24 00:00:00,Database Administrator II,,Mass Customer,N,No,7.0
747,748,Linet,Postill,Female,51,1981-04-21 00:00:00,VP Marketing,Financial Services,High Net Worth,N,No,7.0
748,749,Andreas,Cosin,Male,47,1972-08-01 00:00:00,Environmental Specialist,Argiculture,Mass Customer,N,No,19.0
749,750,Izaak,Gisborne,Male,42,1995-04-08 00:00:00,Analyst Programmer,Retail,Affluent Customer,N,Yes,7.0
750,751,Amie,Dufty,Female,41,2001-10-31 00:00:00,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1.0
751,752,Kalil,Palombi,Male,13,1961-06-27 00:00:00,Speech Pathologist,Financial Services,High Net Worth,N,No,12.0
752,753,Josy,St. Quentin,Female,82,1970-03-07 00:00:00,Food Chemist,Health,Affluent Customer,Y,Yes,6.0
753,754,Patsy,Beefon,Female,15,1979-07-28 00:00:00,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14.0
754,755,Baily,Imison,Male,31,1993-07-13 00:00:00,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4.0
755,756,Carin,Lauthian,Female,65,1974-09-25 00:00:00,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0
756,757,Kinsley,Klimus,Male,91,1977-05-13 00:00:00,Environmental Tech,Financial Services,Mass Customer,N,No,18.0
757,758,Teena,Birrel,Female,99,1967-04-07 00:00:00,,Manufacturing,High Net Worth,N,Yes,11.0
758,759,Mitchel,Schimek,Male,89,1963-04-18 00:00:00,Clinical Specialist,Health,High Net Worth,N,No,13.0
759,760,Shamus,Fyndon,Male,46,1978-03-02 00:00:00,Assistant Professor,,Mass Customer,N,Yes,18.0
760,761,Vaughan,McCromley,Male,12,1977-11-27 00:00:00,Media Manager II,Health,Affluent Customer,N,Yes,4.0
761,762,Kerwin,Jossel,Male,91,1980-03-06 00:00:00,Environmental Specialist,,Mass Customer,N,Yes,22.0
762,763,Benita,Cuffley,Female,95,1987-11-05 00:00:00,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12.0
